City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
647,Havelock,US,69.96,overcast clouds,34.8791,-76.9013,Sherwood Motel
648,Puerto Carreno,CO,85.46,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
651,Kanigoro,ID,73.18,overcast clouds,-8.13,112.219,Musafer Villa ( Villa Erlin )
658,Moerai,PF,78.51,broken clouds,-22.4333,-151.3333,Le Manotel
660,Forecariah,GN,91.69,clear sky,9.4306,-13.0881,"Motel "" La Maison Blanche"""
661,San-Pedro,CI,84.45,clear sky,4.7485,-6.6363,Hotel Maria
663,Puerto Ayacucho,VE,88.57,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
665,Celestun,MX,84.15,clear sky,20.8667,-90.4,Posada Lilia
667,Aurangabad,IN,67.42,clear sky,19.8833,75.3333,OYO Rooms 012 Kushal Nagar
672,Graneros,CL,85.24,clear sky,-34.0667,-70.7333,Campo Escuela Callejones Park
674,Yanam,IN,68.81,scattered clouds,16.7333,82.2167,The Regency Hotel
676,Bacabal,BR,88.21,broken clouds,-4.2917,-44.7917,Rancho Sol Nascente
677,Mackay,AU,78.67,overcast clouds,-21.15,149.2,International Lodge Motel
678,Dakar,SN,92.28,clear sky,14.6937,-17.4441,Redface Studios Meublés
682,Port-Gentil,GA,80.24,scattered clouds,-0.7193,8.7815,Fengshui Residence
688,Kolondieba,ML,92.37,clear sky,11.0882,-6.8926,Hotel Dakan
