City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
342,Saint Paul,US,44.9444,-93.0933,-4.59,68,0,1.99,clear sky
343,Leticia,CO,-4.2153,-69.9406,77.05,94,75,5.75,light intensity drizzle
344,Ndende,GA,-2.4008,11.3581,78.35,81,98,2.89,overcast clouds
345,Sorland,NO,67.667,12.6934,30.06,69,0,23.02,clear sky
346,Constitucion,CL,-35.3333,-72.4167,66.27,65,4,5.19,clear sky
347,Baykit,RU,61.67,96.37,13.32,97,100,3.24,light snow
348,Lindi,TZ,-10.0,39.7167,80.94,86,35,6.24,light rain
349,Gurgentepe,TR,40.7883,37.6017,37.29,81,100,9.26,overcast clouds
350,Yakima,US,46.4665,-120.6678,27.7,81,0,0.0,clear sky
351,Salinopolis,BR,-0.6136,-47.3561,82.44,77,77,10.09,broken clouds
352,Gamba,GA,-2.65,10.0,76.23,86,100,5.08,overcast clouds
353,Alofi,NU,-19.0595,-169.9187,81.52,73,96,17.94,overcast clouds
354,Kralendijk,BQ,12.15,-68.2667,85.98,62,40,19.57,scattered clouds
355,Sur,OM,22.5667,59.5289,71.11,55,1,15.39,clear sky
356,Tselinnoye,RU,53.0833,85.6667,-1.71,100,67,1.68,broken clouds
357,Shelburne,CA,44.0787,-80.2041,16.56,86,100,13.33,overcast clouds
358,Gornozavodsk,RU,58.3758,58.3211,27.21,97,100,6.89,light snow
359,Lompoc,US,34.6391,-120.4579,52.79,74,0,5.75,clear sky
360,Les Cayes,HT,18.2,-73.75,81.84,61,1,7.47,clear sky
361,Ulaangom,MN,49.9811,92.0667,-20.52,89,36,3.42,scattered clouds
362,Gallup,US,35.5281,-108.7426,18.36,46,5,2.48,clear sky
363,Lorengau,PG,-2.0226,147.2712,78.94,80,100,4.99,light rain
364,Acapulco,MX,16.8634,-99.8901,75.02,78,0,4.61,clear sky
365,Faya,SA,18.3851,42.4509,63.12,64,25,7.52,scattered clouds
366,Srednekolymsk,RU,67.45,153.6833,-33.86,100,79,3.42,broken clouds
367,Kota Tinggi,MY,1.7381,103.8999,82.44,93,40,4.12,scattered clouds
368,Jilib,SO,0.4883,42.7854,86.02,52,99,13.85,overcast clouds
369,Nishihara,JP,26.1842,127.7558,63.68,83,100,9.22,overcast clouds
370,Bristol,US,41.8334,-71.1662,45.03,90,100,1.01,overcast clouds
371,Chegdomyn,RU,51.1167,133.0167,-20.36,100,86,2.24,overcast clouds
372,Metro,ID,-5.1131,105.3067,77.09,88,95,1.1,moderate rain
373,Nouakchott,MR,18.0858,-15.9785,91.33,22,0,12.64,clear sky
374,Scarborough,GB,54.2797,-0.4044,51.53,82,82,3.0,broken clouds
375,Ponta Delgada,PT,37.7333,-25.6667,66.51,72,40,12.66,scattered clouds
376,Maloy,NO,61.9353,5.1136,43.74,90,100,10.0,light rain
377,Pringsewu,ID,-5.3582,104.9744,75.9,94,97,0.81,overcast clouds
378,Kasongo-Lunda,CD,-6.4667,16.8167,76.62,91,100,3.47,light rain
379,Eureka,US,40.8021,-124.1637,47.19,84,100,3.0,overcast clouds
380,Cabatuan,PH,10.8794,122.486,74.08,92,68,9.33,broken clouds
381,Copiapo,CL,-27.3667,-70.3333,67.69,39,0,6.87,clear sky
382,Vardo,NO,70.3705,31.1107,26.58,93,75,16.11,broken clouds
383,Dauriya,RU,49.9333,116.8667,-23.62,99,16,1.99,few clouds
384,Yining,CN,29.0361,114.5636,39.69,92,100,1.52,overcast clouds
385,Portland,US,45.5234,-122.6762,44.26,94,100,1.01,overcast clouds
386,Reo,BF,12.3167,-2.4667,91.22,6,28,10.27,scattered clouds
387,Tirlyanskiy,RU,54.2109,58.5806,30.49,83,100,10.56,light snow
388,Abonnema,NG,4.7084,6.7931,87.85,53,88,11.97,overcast clouds
389,Tyumentsevo,RU,53.3224,81.498,2.73,98,100,4.27,overcast clouds
390,Saint Anthony,US,45.0205,-93.218,-5.22,71,0,1.01,clear sky
391,Ardakan,IR,32.31,54.0175,64.78,21,10,7.02,clear sky
392,Guerrero Negro,MX,27.9769,-114.0611,52.16,35,0,5.93,clear sky
393,Muhos,FI,64.808,25.9931,-4.22,99,86,1.99,overcast clouds
394,Korla,CN,41.7597,86.1469,26.96,52,100,6.91,overcast clouds
395,Imeni Poliny Osipenko,RU,52.4201,136.4853,-17.97,100,85,0.38,overcast clouds
396,Clinton,US,42.587,-82.9199,23.95,82,100,3.0,overcast clouds
397,Trairi,BR,-3.2778,-39.2689,83.23,71,100,11.07,overcast clouds
398,Andenes,NO,69.3143,16.1194,22.98,58,20,23.02,few clouds
399,Meulaboh,ID,4.1363,96.1285,75.63,93,96,9.98,overcast clouds
400,Tocopilla,CL,-22.092,-70.1979,72.27,70,5,10.25,clear sky
401,Upington,ZA,-28.4478,21.2561,88.5,24,10,9.17,clear sky
402,Arica,CL,-18.475,-70.3042,78.35,64,0,11.5,clear sky
403,Lakes Entrance,AU,-37.8811,147.981,55.17,74,73,5.79,broken clouds
404,Whitianga,NZ,-36.8333,175.7,69.03,91,89,8.68,overcast clouds
405,Kajaani,FI,64.2273,27.7285,-7.55,77,0,1.14,clear sky
406,Smithers,CA,54.7804,-127.1743,12.52,85,100,3.44,overcast clouds
407,Nisia Floresta,BR,-6.0911,-35.2086,88.61,52,87,13.85,overcast clouds
408,Gelemso,ET,8.8167,40.5167,71.62,30,34,13.11,scattered clouds
409,Nemuro,JP,43.3236,145.575,22.44,72,68,12.41,broken clouds
410,Pampierstad,ZA,-27.7832,24.6877,76.39,60,67,18.16,light rain
411,Okhotsk,RU,59.3833,143.3,6.33,76,94,15.99,overcast clouds
412,La Rioja,ES,42.25,-2.5,60.04,37,100,4.94,overcast clouds
413,Yaan,NG,7.3833,8.5667,96.15,9,20,6.4,few clouds
414,Cockburn Town,TC,21.4612,-71.1419,74.17,79,5,21.34,clear sky
415,Mantua,IT,45.1667,10.7833,55.49,70,50,8.99,scattered clouds
416,Gosh,AM,40.7288,44.9987,26.26,77,100,11.07,overcast clouds
417,Nouadhibou,MR,20.931,-17.0347,70.39,59,0,9.69,clear sky
418,Aguimes,ES,27.9054,-15.4461,74.66,43,0,9.22,clear sky
419,Margate,GB,51.3813,1.3862,50.97,82,87,12.71,overcast clouds
420,Vestmannaeyjar,IS,63.4427,-20.2734,23.99,74,0,16.11,clear sky
421,Najran,SA,17.4924,44.1277,72.55,20,90,14.32,overcast clouds
422,Ixtapa,MX,20.7,-105.2,65.23,88,75,5.75,broken clouds
423,Norsup,VU,-16.0667,167.3833,80.82,83,99,4.07,overcast clouds
424,Laguna,US,38.421,-121.4238,45.41,82,0,0.0,clear sky
425,Jacareacanga,BR,-6.2222,-57.7528,77.34,95,100,1.48,overcast clouds
426,Ozernovskiy,RU,51.5,156.5167,30.29,97,100,6.87,snow
427,Saint-Paul,RE,-21.0096,55.2707,79.63,85,100,15.21,moderate rain
428,Deputatskiy,RU,69.3,139.9,-23.78,92,52,1.19,broken clouds
429,Dingle,PH,10.9995,122.6711,74.21,93,48,7.56,scattered clouds
430,Sheridan,US,44.8333,-106.9173,15.98,61,0,3.44,clear sky
431,Wodonga,AU,-36.1167,146.8833,56.97,100,0,10.87,clear sky
432,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,84,99,6.51,overcast clouds
433,Albania,AL,41.0,20.0,51.19,52,1,7.74,clear sky
434,Omsukchan,RU,62.5333,155.8,-4.31,77,86,11.32,overcast clouds
435,Balkanabat,TM,39.5108,54.3671,56.35,30,97,11.77,overcast clouds
436,Tvoroyri,FO,61.5556,-6.8111,38.59,88,77,34.54,broken clouds
437,Sinnamary,GF,5.3833,-52.95,80.38,79,43,9.24,scattered clouds
438,Timra,SE,62.487,17.3257,11.88,85,100,3.44,overcast clouds
439,Sao Filipe,CV,14.8961,-24.4956,76.14,66,0,7.29,clear sky
440,Verkhnetulomskiy,RU,68.6073,31.7962,-0.27,98,100,1.05,overcast clouds
441,Chilca,PE,-12.5211,-76.7372,75.07,79,83,6.49,broken clouds
442,The Valley,AI,18.217,-63.0578,82.54,69,40,11.5,scattered clouds
443,Cam Ranh,VN,11.9214,109.1591,75.16,83,20,11.5,few clouds
444,Raudeberg,NO,61.9875,5.1352,42.87,90,100,10.0,light rain
445,Singaparna,ID,-7.3515,108.111,71.06,95,100,4.0,overcast clouds
446,Lamar,US,33.6668,-95.5836,28.24,93,100,14.97,snow
447,Kanker,IN,20.2719,81.4931,73.8,42,14,6.8,few clouds
448,Port-Gentil,GA,-0.7193,8.7815,80.46,74,46,11.01,light rain
449,Stykkisholmur,IS,65.0757,-22.7297,23.5,71,94,19.51,overcast clouds
450,Burgeo,CA,47.6167,-57.6152,34.92,93,100,16.06,snow
451,Amguri,IN,26.8,94.5333,60.06,72,23,3.65,few clouds
452,Udachnyy,RU,66.4167,112.4,-30.91,100,75,1.83,broken clouds
453,Fortuna,US,40.5982,-124.1573,46.92,88,100,3.0,overcast clouds
454,Payo,ID,-3.7508,103.6372,73.99,98,100,1.01,light rain
455,Roald,NO,62.5833,6.1333,43.72,75,75,13.8,light rain
456,Virginia Beach,US,36.8529,-75.978,62.65,82,100,6.91,overcast clouds
457,Gat,IL,31.61,34.7642,60.91,26,24,5.46,few clouds
458,San Carlos De Bariloche,AR,-41.1456,-71.3082,69.91,50,44,5.68,scattered clouds
459,Palana,RU,59.1167,159.9667,3.88,87,44,11.41,scattered clouds
460,Kyzyl-Suu,KG,42.3414,78.0056,22.73,87,100,4.21,overcast clouds
461,Quatre Cocos,MU,-20.2078,57.7625,79.09,90,100,23.44,moderate rain
462,Tilichiki,RU,60.4667,166.1,4.44,85,100,11.65,overcast clouds
463,Marienburg,PL,54.0359,19.0266,38.12,98,100,8.46,overcast clouds
464,Taoudenni,ML,22.6783,-3.9836,77.88,12,0,10.85,clear sky
465,Porto Walter,BR,-8.2686,-72.7439,76.46,80,100,4.05,overcast clouds
466,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,86.04,54,87,9.04,overcast clouds
467,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.65,78,97,2.42,overcast clouds
468,Primorsk,UA,46.7348,36.3443,35.96,98,100,10.45,overcast clouds
469,Vysokogornyy,RU,50.1167,139.15,-7.74,98,100,4.81,overcast clouds
470,Marzuq,YE,14.4,46.4667,71.62,22,3,4.59,clear sky
471,Itarema,BR,-2.9248,-39.9167,86.5,61,100,15.82,overcast clouds
472,Vengerovo,RU,55.6848,76.7471,9.43,93,98,7.4,overcast clouds
473,Huanren,CN,41.2647,125.3667,3.78,90,5,1.86,clear sky
474,Peoria,US,40.7667,-89.7668,15.73,77,100,10.36,overcast clouds
475,Geraldton,AU,-28.7667,114.6,77.41,57,0,3.44,clear sky
476,Sambava,MG,-14.2667,50.1667,80.06,82,100,3.71,light rain
477,Labrea,BR,-7.2586,-64.7981,73.74,96,100,1.77,light rain
478,La Ronge,CA,55.1001,-105.2842,-30.78,68,20,2.3,few clouds
479,Fort Nelson,CA,58.8053,-122.7002,-15.68,99,100,1.32,overcast clouds
480,Hambantota,LK,6.1241,81.1185,78.19,73,6,4.0,clear sky
481,Oriximina,BR,-1.7656,-55.8661,86.34,58,100,4.32,overcast clouds
482,Airai,TL,-8.9266,125.4092,60.51,93,99,2.62,moderate rain
483,Pierre,US,44.3683,-100.351,2.86,65,0,3.0,clear sky
484,Hutang,CN,31.5333,119.4833,37.6,91,99,4.0,overcast clouds
485,Tekeli,KZ,44.83,78.8239,17.2,78,100,8.05,overcast clouds
486,Coromandel,BR,-18.4733,-47.2003,78.39,63,70,4.65,broken clouds
487,Peqin,AL,41.0461,19.7511,51.66,50,0,13.02,clear sky
488,Kenai,US,60.5544,-151.2583,21.25,82,100,23.02,light snow
489,Nerja,ES,36.7585,-3.8873,76.95,45,77,6.55,broken clouds
490,Matagami,CA,49.7502,-77.6328,-13.29,93,92,4.68,overcast clouds
491,Kaseda,JP,31.4167,130.3167,45.7,62,100,9.51,overcast clouds
492,Coquimbo,CL,-29.9533,-71.3436,67.73,72,75,11.5,broken clouds
493,Leningradskiy,RU,69.3833,178.4167,-12.91,85,3,9.13,clear sky
494,Taltal,CL,-25.4,-70.4833,71.73,63,0,8.41,clear sky
495,Lazarev,RU,52.225,141.5131,3.02,95,100,9.8,light snow
496,Semey,KZ,50.4111,80.2275,-3.41,99,96,4.92,overcast clouds
497,Aksu,CN,41.1231,80.2644,28.63,47,100,4.68,overcast clouds
498,Khani,GE,41.9563,42.9566,47.77,72,42,9.71,scattered clouds
499,Nyurba,RU,63.2842,118.3319,-28.08,100,94,3.11,overcast clouds
500,Gawler,AU,-34.6,138.7333,61.21,75,0,9.17,clear sky
501,Jalu,LY,29.0331,21.5482,61.92,33,52,24.58,broken clouds
502,Cachoeira Do Sul,BR,-30.0392,-52.8939,99.23,28,65,7.85,broken clouds
503,Takoradi,GH,4.8845,-1.7554,85.55,62,35,13.04,scattered clouds
504,Wageningen,NL,51.9667,5.6667,46.17,93,75,11.5,broken clouds
505,Tevaitoa,PF,-16.7833,-151.5,79.18,79,27,14.88,light rain
506,Shingu,JP,33.7333,135.9833,43.92,64,100,5.97,overcast clouds
507,Sibolga,ID,1.7427,98.7792,75.9,92,100,3.31,light rain
508,Lasa,IT,46.6166,10.7002,49.91,93,93,2.15,overcast clouds
509,Mongo,TD,12.1844,18.693,85.78,7,0,10.96,clear sky
510,Namatanai,PG,-3.6667,152.4333,78.57,82,100,7.63,light rain
511,Santa Fe,AR,-31.6333,-60.7,81.01,69,100,5.01,light rain
512,Mount Gambier,AU,-37.8333,140.7667,54.84,71,19,8.32,few clouds
513,Emerald,AU,-23.5333,148.1667,72.34,84,100,5.73,overcast clouds
514,Chicama,PE,-7.8447,-79.1469,64.94,62,95,6.93,overcast clouds
515,Robstown,US,27.7903,-97.6689,42.82,88,100,17.27,overcast clouds
516,Vozhega,RU,60.4725,40.2213,5.13,100,96,2.46,overcast clouds
517,Necochea,AR,-38.5473,-58.7368,75.04,48,100,8.99,overcast clouds
518,Qui Nhon,VN,13.7667,109.2333,73.36,86,100,14.2,overcast clouds
519,Sistranda,NO,63.7256,8.834,31.96,65,100,18.19,light snow
520,Flin Flon,CA,54.7682,-101.865,-30.66,98,95,5.57,overcast clouds
521,Martapura,ID,-3.4167,114.85,77.09,100,100,4.61,light rain
522,Lakselv,NO,70.0513,24.9718,10.22,92,100,2.3,fog
523,Comodoro Rivadavia,AR,-45.8667,-67.5,73.26,46,40,12.66,scattered clouds
524,Puerto Carreno,CO,6.189,-67.4859,81.01,64,100,4.07,overcast clouds
525,Lexington,US,37.9887,-84.4777,42.24,86,100,1.99,moderate rain
526,Kendrapara,IN,20.5042,86.416,72.01,72,0,9.93,clear sky
527,Peniche,PT,39.3558,-9.3811,61.88,69,100,4.47,overcast clouds
528,Dunedin,NZ,-45.8742,170.5036,54.81,84,100,4.0,overcast clouds
529,Puerto Escondido,MX,15.85,-97.0667,77.83,83,0,6.91,clear sky
530,Opuwo,NA,-18.0607,13.84,90.73,17,33,12.86,scattered clouds
531,Mehran,IR,33.1222,46.1646,63.05,30,100,13.24,overcast clouds
532,Huanuco,PE,-9.9329,-76.2415,66.96,78,100,5.77,overcast clouds
533,Kangaatsiaq,GL,68.3065,-53.4641,2.66,73,100,13.31,overcast clouds
534,Kutum,SD,14.2,24.6667,81.72,12,36,11.52,scattered clouds
535,Hearst,CA,49.6835,-83.6665,-12.71,88,7,7.05,clear sky
536,Beloha,MG,-25.1667,45.05,80.06,62,0,19.95,clear sky
537,Venice,US,27.0998,-82.4543,76.23,71,0,14.97,haze
538,Miraflores,MX,19.2167,-98.8083,59.65,43,0,2.73,clear sky
539,Marsa Matruh,EG,31.3525,27.2453,58.75,45,93,24.79,overcast clouds
540,Zhob,PK,31.3411,69.4481,47.37,25,0,12.44,clear sky
541,Juneau,US,58.3019,-134.4197,26.83,93,100,0.0,overcast clouds
542,Vondrozo,MG,-22.8167,47.2833,71.91,82,76,5.57,broken clouds
543,Bilibino,RU,68.0546,166.4372,-7.15,62,0,4.56,clear sky
544,Monte Patria,CL,-30.6919,-70.9467,76.71,44,0,6.55,clear sky
545,Voznesenskoye,RU,54.89,42.7569,13.84,97,100,4.59,overcast clouds
546,Mbandaka,CD,0.0487,18.2603,90.95,30,15,3.02,few clouds
547,Sorgues,FR,44.0102,4.8738,62.31,55,0,2.3,clear sky
548,Boli,CN,45.7667,130.5167,1.92,89,24,11.01,few clouds
549,Jinzhou,CN,41.1078,121.1417,10.17,70,3,6.31,clear sky
550,Boralday,KZ,43.3578,76.8594,26.46,93,100,2.24,mist
551,Zhaodong,CN,46.0833,125.9833,-10.77,98,91,4.7,overcast clouds
552,Zabid,YE,14.1951,43.3152,80.44,63,74,14.54,broken clouds
553,Pingshan,CN,22.9938,114.7131,52.9,86,98,3.89,overcast clouds
554,Duku,NG,11.2361,4.9073,94.8,7,3,3.22,clear sky
555,Coahuayana,MX,18.7333,-103.6833,76.48,35,0,2.04,clear sky
556,Canavieiras,BR,-15.675,-38.9472,87.22,53,63,8.03,broken clouds
557,Dhidhdhoo,MV,6.8833,73.1,81.28,71,5,6.8,clear sky
558,Vacaria,BR,-28.5122,-50.9339,83.71,35,39,6.82,scattered clouds
559,Dudinka,RU,69.4058,86.1778,-20.69,100,100,4.16,overcast clouds
560,Bar-Le-Duc,FR,48.75,5.1667,47.21,83,100,7.23,overcast clouds
561,Locri,IT,38.2414,16.2623,57.81,43,0,11.61,clear sky
562,Lata,PT,40.1629,-8.3327,63.72,44,100,5.57,overcast clouds
563,Broken Hill,AU,-31.95,141.4333,66.56,33,0,19.26,clear sky
564,Pacific Grove,US,36.6177,-121.9166,48.42,56,0,3.0,clear sky
565,Yumen,CN,40.2833,97.2,18.86,45,0,9.42,clear sky
566,Batagay-Alyta,RU,67.8006,130.4114,-19.98,94,98,3.71,overcast clouds
567,Bolobo,CD,-2.1667,16.2333,79.39,69,99,3.96,overcast clouds
568,Mujiayingzi,CN,42.1167,118.7833,2.98,75,0,5.03,clear sky
569,Westport,US,41.1415,-73.3579,43.75,96,100,5.03,light rain
570,Rongcheng,CN,30.634,117.8517,36.36,95,100,2.46,overcast clouds
571,Calama,CL,-22.4667,-68.9333,70.88,16,0,10.83,clear sky
572,Port Lincoln,AU,-34.7333,135.8667,61.81,72,16,16.08,few clouds
573,Mareeba,AU,-17.0,145.4333,75.92,96,100,3.29,light rain
574,Ilulissat,GL,69.2167,-51.1,13.06,63,100,12.24,overcast clouds
575,Sampit,ID,-2.5333,112.95,75.0,93,100,2.33,overcast clouds
576,Natal,BR,-5.795,-35.2094,88.45,62,40,18.41,scattered clouds
577,Ambilobe,MG,-13.2,49.05,78.49,84,100,8.72,overcast clouds
578,Lianzhou,CN,24.7811,112.3825,40.1,94,82,4.25,broken clouds
579,Beringovskiy,RU,63.05,179.3167,0.3,81,100,19.93,overcast clouds
580,Ravar,IR,31.2656,56.8055,52.21,33,0,2.73,clear sky
581,Hirtshals,DK,57.5881,9.9592,44.85,98,100,12.15,light rain
582,Mombetsu,JP,44.3525,143.3525,17.85,90,77,7.27,broken clouds
583,Ewa Beach,US,21.3156,-158.0072,72.09,80,0,3.0,clear sky
584,Simao,CN,22.7886,100.9748,50.79,50,0,0.92,clear sky
585,Belyy Yar,RU,53.6039,91.3903,-11.15,88,46,2.24,mist
586,Khash,IR,28.2211,61.2158,53.92,18,0,2.73,clear sky
587,Damghan,IR,36.1683,54.348,43.61,46,97,4.68,overcast clouds
588,Manta,EC,-0.95,-80.7333,82.18,74,100,2.3,overcast clouds
589,Flic En Flac,MU,-20.2742,57.3631,79.52,89,100,26.87,light rain
590,Saint-Felicien,CA,48.6501,-72.4491,2.91,77,100,9.91,overcast clouds
591,Padang,ID,-0.9492,100.3543,75.25,90,100,3.89,overcast clouds
592,Whyalla,AU,-33.0333,137.5833,66.42,60,0,19.51,clear sky
593,Plyussa,RU,58.4308,29.3654,12.18,98,100,2.1,overcast clouds
594,Bonthe,SL,7.5264,-12.505,87.64,52,4,13.73,clear sky
595,Pinyug,RU,60.251,47.7842,14.29,97,100,5.3,snow
596,Clyde River,CA,70.4692,-68.5914,-14.57,76,100,31.07,heavy snow
597,Kabalo,CD,-6.05,26.9167,75.42,92,99,4.63,light rain
598,Banswada,IN,18.3833,77.8833,77.79,26,3,6.51,clear sky
599,Victoria Point,AU,-27.5833,153.3,72.16,96,100,3.0,light rain
600,Duartina,BR,-22.4144,-49.4039,80.04,77,99,4.59,overcast clouds
601,Waipawa,NZ,-41.4122,175.5153,67.46,78,93,5.28,overcast clouds
602,Lavumisa,SZ,-27.31,31.892,97.27,38,0,9.93,clear sky
603,Muisne,EC,0.6,-80.0333,78.91,79,88,7.34,overcast clouds
604,Mecca,SA,21.4267,39.8261,80.17,56,5,13.58,clear sky
605,Healdsburg,US,38.6105,-122.8692,50.68,92,0,0.0,clear sky
606,Santa Cruz,BO,-17.8,-63.1667,85.46,66,40,13.8,scattered clouds
607,Santa Cruz Del Norte,CU,23.1539,-81.9236,77.72,72,0,17.56,clear sky
608,Balkhash,KZ,46.844,74.9804,10.33,86,79,8.41,broken clouds
609,Hami,CN,42.8,93.45,25.77,33,55,4.12,broken clouds
610,Cravo Norte,CO,6.3017,-70.2041,91.27,40,54,11.99,broken clouds
611,Brighton,GB,50.8284,-0.1395,51.42,87,75,8.01,broken clouds
612,Kysyl-Syr,RU,63.8986,122.7617,-28.12,100,96,3.83,overcast clouds
613,Mariental,NA,-24.6333,17.9667,81.46,39,94,16.44,overcast clouds
614,Ongandjera,NA,-17.8833,15.0667,90.34,20,18,1.88,few clouds
615,San Cristobal,VE,7.7669,-72.225,75.38,38,93,7.78,overcast clouds
616,Agara,GE,42.0376,43.8238,36.86,81,58,2.3,broken clouds
617,Morris,US,40.8334,-74.5329,41.4,95,100,0.0,light intensity drizzle
618,Mwinilunga,ZM,-11.7358,24.4293,69.51,90,98,4.34,light rain
619,Pacifica,US,37.6138,-122.4869,51.76,76,20,1.01,few clouds
620,Portlethen,GB,57.0547,-2.1307,51.82,75,20,3.0,few clouds
621,Husavik,IS,66.0449,-17.3389,27.9,91,100,13.38,light snow
622,Vigrestad,NO,58.5667,5.7,44.58,97,100,8.97,overcast clouds
623,Ayan,RU,56.45,138.1667,-2.49,80,100,16.67,overcast clouds
624,Tigil,RU,57.8,158.6667,0.01,95,27,2.77,scattered clouds
625,Lavrentiya,RU,65.5833,-171.0,-1.35,60,4,22.93,clear sky
626,Sioux Lookout,CA,50.1001,-91.917,-22.72,97,28,4.14,scattered clouds
627,Wattegama,LK,6.7989,81.4808,71.94,85,22,2.57,few clouds
628,Sitka,US,57.0531,-135.33,37.29,87,100,8.05,light rain
629,Koygorodok,RU,60.445,50.9968,10.04,99,99,4.05,overcast clouds
630,Esna,EG,25.2934,32.554,68.86,18,0,15.61,clear sky
631,Raipur,IN,21.2333,81.6333,75.99,33,41,5.66,scattered clouds
632,Thunder Bay,CA,48.4001,-89.3168,-10.44,67,6,1.99,clear sky
633,Pyaozerskiy,RU,65.8333,31.1667,10.27,97,99,3.49,overcast clouds
634,Mandera,KE,3.9366,41.867,96.04,21,20,14.18,few clouds
635,Svetlyy,RU,54.675,20.1347,33.85,97,99,9.95,overcast clouds
636,Teya,RU,60.3778,92.6267,14.86,90,100,9.33,overcast clouds
637,Sidi Ali,DZ,36.0998,0.4206,68.07,36,88,3.65,overcast clouds
638,Nailsea,GB,51.4324,-2.7585,52.88,89,100,5.01,overcast clouds
639,Emilio Carranza,MX,19.9711,-96.6114,75.83,68,0,1.72,clear sky
640,Egvekinot,RU,66.3167,-179.1667,-9.54,76,4,20.38,clear sky
641,Bom Jesus,BR,-9.0744,-44.3586,89.65,45,79,6.15,broken clouds
642,Insar,RU,53.8653,44.3738,26.02,97,100,7.34,overcast clouds
643,Dubbo,AU,-32.25,148.6167,64.53,68,40,11.5,scattered clouds
644,Batamshinskiy,KZ,50.5594,58.2747,12.18,79,100,12.57,overcast clouds
645,Vostochnyy,RU,55.8167,37.8667,24.98,97,100,3.4,snow
646,Mendoza,AR,-32.8908,-68.8272,80.42,46,1,6.44,clear sky
647,Asilah,MA,35.465,-6.0348,64.36,62,9,6.69,clear sky
648,Nakhon Thai,TH,17.1006,100.8374,76.05,66,9,3.04,clear sky
649,Bacsalmas,HU,46.1265,19.3326,41.76,56,12,7.31,few clouds
650,Tabou,CI,4.423,-7.3528,84.22,63,13,10.78,few clouds
651,Nadym,RU,65.5333,72.5167,-6.07,100,54,6.44,broken clouds
652,Ninghai,CN,29.2892,121.4247,41.74,97,100,4.47,overcast clouds
653,Carutapera,BR,-1.195,-46.02,82.4,80,99,7.29,overcast clouds
654,Mollendo,PE,-17.0231,-72.0147,73.33,74,100,9.62,overcast clouds
655,Mount Hagen,PG,-5.8581,144.2274,59.43,99,100,1.86,overcast clouds
656,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,74,20,14.97,few clouds
657,Capao Da Canoa,BR,-29.7456,-50.0097,78.42,78,0,12.24,clear sky
658,Tautira,PF,-17.7333,-149.15,78.82,67,23,15.68,few clouds
659,Itoman,JP,26.1247,127.6694,64.42,82,100,8.05,overcast clouds
660,Tigzirt,DZ,36.8886,4.1198,67.12,45,7,4.92,clear sky
661,Severodvinsk,RU,64.5635,39.8302,12.31,99,91,1.34,overcast clouds
662,Parabel,RU,58.6978,81.4825,15.31,94,100,8.03,overcast clouds
663,Biak,ID,-0.9131,122.8766,77.13,77,100,4.12,overcast clouds
664,Narasannapeta,IN,18.4167,84.05,73.0,72,19,7.34,few clouds
665,Kawalu,ID,-7.3817,108.2082,71.6,95,100,3.91,moderate rain
666,Tres Picos,MX,15.8667,-93.5333,80.91,56,4,2.1,clear sky
667,Imbituba,BR,-28.24,-48.6703,85.89,58,0,17.56,clear sky
668,Ostersund,SE,63.1792,14.6357,14.61,92,100,4.61,overcast clouds
669,Katsina,NG,12.9894,7.6006,81.54,8,10,15.82,clear sky
670,Amapa,BR,1.0,-52.0,78.15,91,99,3.62,overcast clouds
671,Newport,GB,51.5877,-2.9984,52.86,83,85,1.01,overcast clouds
672,Hirara,JP,24.8,125.2833,67.23,80,100,24.25,overcast clouds
673,Kungurtug,RU,50.5994,97.5228,-11.36,98,93,1.72,overcast clouds
674,Avera,US,33.194,-82.5271,66.7,83,100,13.35,overcast clouds
675,Columbus,US,39.9612,-82.9988,32.41,93,100,1.01,mist
676,Pathein,MM,16.7833,94.7333,67.15,71,6,7.43,clear sky
677,Charagua,BO,-19.8,-63.2167,83.77,35,3,10.38,clear sky
678,Uzhur,RU,55.3036,89.8339,-5.39,100,80,4.97,broken clouds
679,Lastoursville,GA,-0.8143,12.7287,78.44,88,100,1.54,moderate rain
680,Varca,IN,15.2167,73.9167,77.0,78,46,3.44,scattered clouds
681,Byron Bay,AU,-28.65,153.6167,70.88,84,100,18.99,overcast clouds
